driver,custid,location,club_name,starts,wins,avg_start_pos,avg_finish_pos,avg_points,top25pcnt,laps,lapslead,avg_inc,class,irating,ttrating,tot_clubpoints,champpoints
Jan Drobicki,862954,PL,N/A,6,0,5,13,57,1,105,2,17,C 2.64,2092,1350,29,340
Lucas Waii,412036,FR,N/A,1,0,8,9,25,0,7,0,11,A 3.32,2092,1350,0,25
Tom Laboulle,1224085,FR,N/A,60,12,6,8,53,22,564,120,7.23,C 2.39,2092,1291,307,3158
Nello Pizzo,899214,IT,N/A,50,12,5,7,58,19,397,87,7.1,D 2.69,2092,1350,67,2888
Joseph Papaluca,757222,CA,N/A,17,0,14,10,57,1,237,0,6.18,B 2.35,2092,1350,22,968
James Cirincione,506034,US,N/A,1,0,22,21,35,0,11,0,10,A 2.48,2091,1350,0,35
Fer R Ruiz,477108,AR,N/A,3,0,14,14,55,0,7,0,2.67,A 2.80,2091,1350,0,164
Keegan Calic,338323,CA,N/A,63,4,11,11,60,12,799,44,5.62,A 2.55,2091,1350,277,3749
David Fonseca HernÃ¡ndez,887071,ES,N/A,47,0,11,10,59,6,424,0,5.6,B 1.08,2091,1350,114,2789
Manuel E Garcia,949708,PE,N/A,46,1,12,10,66,11,725,12,3.43,A 3.77,2091,1350,245,3030
Alejandro Massei,784392,AR,N/A,205,6,10,10,56,30,1877,55,3.26,B 3.71,2091,1350,441,11386
Kurt Hutchins,920537,GB,N/A,2,0,21,29,0,0,0,0,3.5,A 2.36,2091,1350,0,0
Franck Savy,720445,FR,N/A,18,2,7,8,68,11,246,33,8.17,C 2.73,2091,1350,143,1215
Nahel Barbet,897853,CI,N/A,103,4,12,11,59,24,1414,27,5.43,C 2.88,2091,1263,616,6080
Ryan Barry,300843,US,N/A,8,1,10,9,46,1,89,4,6.75,C 2.50,2091,1350,17,365
Stanley Jones3,759837,GB,N/A,40,5,8,10,61,14,518,80,5.48,A 1.13,2091,1350,299,2420
Roberto Crancio Maciel,237255,BR,N/A,102,6,9,13,62,26,1177,82,5.79,C 2.79,2091,1350,577,6345
Joel Patterson,668460,US,N/A,40,0,11,9,64,7,526,0,6.28,B 2.74,2091,1350,173,2543
Zach Blincoe,455172,NZ,N/A,11,0,9,9,45,2,93,0,6.91,D 2.56,2091,1350,39,495
Luis Felipe Forneiro,548624,BR,N/A,114,8,9,9,55,41,991,79,6.14,C 2.13,2091,1350,219,6295
Joao Castro5,1036575,US,N/A,30,7,6,7,60,12,313,45,6.43,C 3.12,2091,1350,0,1805
Vincent Wu2,944951,CN,N/A,114,6,7,9,56,33,1266,61,6.82,B 2.49,2091,1350,370,6351
Julio Rivera Domonte,236679,ES,N/A,16,3,4,5,70,7,151,29,4.94,B 2.26,2091,1350,2,1127
Michael Payne15,1124489,GB,N/A,66,4,8,7,54,14,479,43,5.05,B 2.62,2091,1350,178,3543
Jack Tunks,556910,AU,N/A,2,0,7,4,75,2,30,0,7,A 3.39,2091,1350,26,150
Remy Provencher,53313,CA,N/A,6,0,14,11,68,0,97,0,8.17,B 2.21,2091,1350,36,405
Ruben Koopman,1144722,NL,N/A,51,4,9,9,64,18,406,35,6.98,C 1.48,2091,1350,40,3266
Ewout van Cruijsen,379835,NL,N/A,10,0,13,13,42,0,65,0,8,C 2.00,2091,1350,5,420
Archie Botham,698133,NZ,N/A,5,0,13,13,63,1,105,0,5.2,A 4.21,2091,1350,25,314
Seiya Jin,839727,JP,N/A,27,3,6,10,58,9,275,31,8.63,D 1.91,2091,1350,15,1576
Justin St-Laurent,502929,GB,N/A,44,5,7,8,61,12,395,38,4.95,C 2.64,2091,1270,75,2696
Elijah Innis,289065,US,N/A,15,1,6,5,74,6,248,24,6.4,B 2.33,2091,1350,0,1109
Rodrigo Foltram,579772,BR,N/A,11,0,13,9,61,2,171,0,5.36,A 2.17,2091,1350,54,671
Evan Dize,673096,US,N/A,7,1,13,12,55,2,73,17,4.86,B 2.62,2091,1350,21,382
Joana Almeida,604085,PT,N/A,1,0,22,16,51,0,12,0,10,B 2.65,2091,1350,0,51
Robert Rathbun,1012366,CA,N/A,146,1,12,11,56,21,1885,11,6.1,B 3.66,2090,1307,552,8111
Sebastiano Amoddio,1277218,IT,N/A,144,11,5,7,54,38,1205,141,6.81,D 2.40,2090,1350,0,7766
Anis Ouahmidi,622587,FR,N/A,23,2,9,10,64,4,274,14,3.83,A 3.04,2090,1350,122,1482
Chris Beren,998414,US,N/A,121,4,11,10,52,36,1127,35,5.17,B 2.94,2090,1350,429,6256
Raul Campos,646586,ES,N/A,51,6,7,11,61,16,477,70,6.31,B 2.13,2090,1350,316,3099
Dan Patrick3,488099,NZ,N/A,4,0,15,10,61,1,53,0,6.5,A 4.10,2090,1350,21,243
Alexandre Wettstein,408537,FR,N/A,22,1,11,12,67,4,301,32,8.55,B 1.53,2090,1350,95,1468
Tobias Rupertus,742209,DE,N/A,18,0,12,10,68,5,207,0,4.94,B 2.67,2090,1350,112,1226
Andy Hunter,233661,US,N/A,79,4,8,10,69,27,811,53,5.39,B 2.44,2090,1350,439,5427
Lorenz Hohmann,340596,DE,N/A,23,0,8,9,56,3,330,8,4.83,C 2.59,2090,1350,72,1296
Joan Grad,629005,FR,N/A,2,0,17,21,13,0,11,0,6,B 2.47,2090,1350,0,26
Joel Taylor4,810197,AU,N/A,145,10,12,10,50,41,1309,112,6.22,C 2.42,2090,1350,794,7256
Maxime Scalabrini,233114,AD,N/A,10,0,10,11,62,2,93,0,8.6,D 2.31,2090,1350,39,622
Chris F Pearce,435288,US,N/A,2,0,6,13,37,0,21,0,6.5,A 3.32,2090,1350,0,73
Alex Wilford,916637,GB,N/A,10,0,15,13,43,0,85,0,8.6,C 2.32,2090,1350,9,433
Kazunori Kawakami,62675,JP,N/A,64,0,9,9,61,12,807,0,5.67,B 2.19,2090,2195,244,3894
Michel PeÃ±a Gonzalez,846084,ES,N/A,2,0,10,16,5,0,1,0,1.5,A 3.13,2090,1350,0,9
Michael House2,427477,US,N/A,1,0,18,18,0,0,0,0,0,A 2.08,2090,1350,0,0
Sean Connelly,1062023,GB,N/A,96,0,14,10,56,11,1207,1,4.78,A 3.10,2090,1289,408,5402
RafaÅ Pussy,864175,PL,N/A,10,0,13,13,59,2,96,5,9.2,C 2.32,2090,1350,50,589
Adam Gowans,28359,AU,N/A,2,0,11,8,68,0,22,0,3,B 2.71,2090,1350,0,135
Chase Schaffer,614262,US,N/A,6,1,9,8,55,2,53,12,6.83,C 2.05,2090,1350,25,329
Richard Thurston,274247,US,N/A,54,0,9,10,60,12,886,17,8.13,A 2.51,2090,1350,275,3219
Mark A Pisciotta,800998,US,N/A,8,1,8,10,59,1,87,13,7,C 3.38,2090,1350,44,471
Jordan Western,565180,GB,N/A,2,0,8,13,42,0,17,0,6,A 2.53,2090,1350,10,84
Scott Edwards5,1150769,GB,N/A,805,24,9,9,53,124,7389,201,6.02,C 2.64,2090,1350,655,42750
Matt Cleaver,1130591,GB,N/A,67,4,8,7,64,16,629,38,4,B 2.24,2090,1333,29,4259
Juan Rivera Jr,513643,US,N/A,3,0,19,18,32,0,16,0,8,A 2.11,2090,1350,0,96
Keri Jacint2,1166306,HU,N/A,125,18,9,8,52,36,1415,173,5.86,C 2.46,2090,1484,229,6492
Kurt Kuhn,322073,US,N/A,7,6,1,1,100,6,119,91,2.14,A 2.54,2090,1350,0,702
Kamil Burghardt4,975597,PL,N/A,14,0,13,10,67,4,281,0,6.5,C 4.52,2090,1350,99,944
Ben Attwell,1183152,GB,N/A,96,9,10,8,54,25,817,67,5,D 3.50,2090,1350,165,5174
Wim Martens,1168670,BE,N/A,266,22,11,10,59,73,2535,260,7.18,C 1.58,2090,1350,766,15691
Joshua S Dunn,806351,US,N/A,102,8,11,11,55,20,1200,90,6.26,B 2.11,2090,1350,371,5610
Luca Stuebing2,1217594,DE,N/A,21,5,6,6,72,8,214,49,7.9,D 2.58,2090,1350,102,1510
Matthew Szerlag,465716,US,N/A,54,0,10,10,58,9,626,0,5.19,B 2.39,2090,1389,99,3134
Mathew Spencer,503987,US,N/A,7,0,17,12,62,1,45,0,5,A 2.25,2090,1350,29,437
Phomolo Modipane,573143,ZA,N/A,49,1,10,12,60,9,614,14,4.43,B 3.48,2090,1350,70,2951
Jesper Dahl,1281797,SE,N/A,16,2,8,6,78,10,146,16,5.19,D 3.37,2090,1350,0,1251
Csaba Nemeth,553573,SK,N/A,8,3,8,9,86,5,81,29,6.25,B 2.28,2090,1350,114,685
Wayne Hutchison,144021,US,N/A,21,0,12,12,64,4,1439,0,3.95,A 4.99,2089,1350,80,1348
Luca Elhasa,824247,IT,N/A,1,0,10,10,23,0,9,0,5,A 2.40,2089,1350,0,23
Makoto Ogata,862038,JP,N/A,324,5,9,11,55,72,3715,86,4.15,B 3.55,2089,1350,1570,17745
Tsutomu Takagi,676579,JP,N/A,88,0,13,11,62,15,948,12,4.94,B 2.68,2089,1350,432,5475
Tobias Lain,548779,CZ,N/A,4,0,8,13,64,1,50,0,7.75,B 2.48,2089,1350,19,254
Josh Protheroe,32974,GB,N/A,5,0,19,15,52,0,54,0,8.8,B 2.03,2089,1350,2,259
Callum JP Brown,1023558,GB,N/A,97,13,7,7,61,25,652,105,3.74,B 1.49,2089,1350,64,5907
Chris Georgandellis,563311,US,N/A,3,0,9,7,75,1,40,0,1.67,B 2.74,2089,1297,5,224
Ivo RÅ¯t,622635,CZ,N/A,29,0,12,9,66,4,363,0,5.55,B 2.19,2089,1350,164,1914
Peter Sprague2,897692,NZ,N/A,142,28,6,8,44,55,1167,286,8.54,D 2.50,2089,1350,360,6260
Aaron Hosford,939899,GB,N/A,6,0,11,13,52,0,41,0,8.5,B 2.18,2089,1350,19,313
Urban Kodelja,208331,SI,N/A,3,0,12,10,60,0,31,0,13.33,C 2.21,2089,1350,10,181
Takamitsu Morikawa,974947,JP,N/A,82,1,12,10,54,12,1251,25,5.24,A 3.18,2089,1350,335,4441
Brian Trouwaen,783835,NL,N/A,2,0,8,6,84,2,27,0,4,A 4.27,2089,1350,28,168
Alexandre Alves4,1008921,VG,N/A,49,2,9,11,65,10,567,11,7.18,B 2.06,2089,1350,264,3169
David Sesar,609706,DE,N/A,3,0,9,7,95,1,27,0,8,C 3.18,2089,1350,0,285
Callum Glanville,189054,AU,N/A,3,0,12,10,50,0,20,0,6.33,A 2.16,2089,1350,4,150
Adam MÃ©szÃ¡ros,1003531,HU,N/A,28,9,5,5,62,12,228,73,5.86,C 2.13,2089,1350,9,1744
Clement Dolle,1014650,FR,N/A,36,2,10,9,63,7,379,35,5.92,B 2.64,2089,1350,179,2280
Sergio Fernandez15,936529,ES,N/A,238,14,10,11,49,67,2676,205,5.32,C 3.70,2089,1350,1302,11753
Nick Scanlen,193473,AU,N/A,22,3,3,4,65,7,139,17,4.77,C 2.27,2089,1350,0,1419
Joel Amos,568511,NZ,N/A,4,0,7,11,59,1,68,0,8.75,B 2.39,2089,1350,25,235
Filipe Ceia,979654,PT,N/A,200,16,8,7,54,39,1891,158,6.44,C 2.27,2089,1265,112,10709
David Willow,950069,GB,N/A,118,4,7,7,50,28,1402,67,5.51,B 2.54,2089,1427,378,5881
Roberto La Bella,1161561,IT,N/A,35,7,6,5,63,12,374,65,5.89,D 2.65,2089,1350,0,2194
Eduardo Barrenechea,986707,CA,N/A,17,0,15,11,68,3,211,0,5.65,B 2.54,2089,1299,81,1163
Lennon Henriquez,1237168,NL,N/A,34,5,7,8,66,14,307,38,6.35,D 2.32,2089,1350,57,2234
Ricky Keller,1243980,DE,N/A,88,4,9,10,54,21,898,34,4.92,A 3.41,2089,1667,202,4768
Alex BazÃ¡n,1263928,ES,N/A,47,4,8,8,57,18,445,25,4.19,C 3.56,2089,1343,0,2701
Augustus Sablinskas,709170,LT,N/A,2,0,6,7,61,1,16,0,5.5,B 2.13,2089,1350,12,122
Jensen Fong,149560,HK,N/A,11,0,12,10,69,2,80,0,6.27,B 2.41,2089,1350,53,761
Brian D Cox,691471,US,N/A,1,0,20,15,65,0,12,0,3,A 3.21,2089,1350,0,65
Muta Heidari,1266950,GB,N/A,51,8,5,7,50,18,443,76,7.61,D 3.37,2089,1350,0,2572
Carlos Prat,701145,US,N/A,1,0,15,17,41,0,1,0,2,B 2.43,2089,1350,0,41
Martin Fernie,739600,GB,N/A,3,0,12,10,46,0,23,0,9,A 4.03,2089,1350,0,138
Jack Bellotti,74056,AU,N/A,1,0,7,8,39,0,11,0,4,B 2.35,2089,1350,0,39
Jacob Gatenby3,1302872,GB,N/A,13,5,4,4,82,7,114,39,6.08,D 2.67,2089,1350,0,1068
Vitoko Sanhueza B,133386,CL,N/A,63,0,16,13,52,3,538,1,4.54,C 3.16,2089,967,0,3281
Antonio Horrillo,723320,ES,N/A,23,0,14,14,62,3,203,0,6.87,B 1.76,2089,1350,78,1423
Jordan Berube,279735,US,N/A,131,7,10,12,63,35,1958,207,7.1,B 2.48,2088,1350,706,8226
Aaron Wilton,63034,AU,N/A,1,0,16,21,0,0,0,0,2,A 2.20,2088,1350,0,0
Mhel Andrey Sabile,731197,AU,N/A,32,0,10,12,57,7,373,2,6.94,B 2.68,2088,1350,179,1837
Mats Lynum Andersen,542978,NO,N/A,7,0,12,14,37,1,86,0,8.57,A 1.36,2088,1350,15,260
Mark Arrowsmith5,708106,GB,N/A,108,2,13,10,60,24,1353,26,3.46,A 2.86,2088,1286,574,6508
Nicholas Calhoon,155764,US,N/A,43,1,17,13,64,2,635,2,4.19,A 2.47,2088,1350,135,2741
Rasmus B. Pedersen,772281,DK,N/A,4,0,13,18,37,0,28,0,13,B 2.19,2088,1350,0,149
Alex Lynch,910968,US,N/A,4,0,12,7,71,1,30,0,3.25,C 3.56,2088,1350,19,285
Alex Kindzerske,883231,US,N/A,10,1,8,7,67,2,95,10,4.7,B 2.44,2088,1350,3,672
Brad Fenly,159537,AU,N/A,159,3,13,9,62,11,2182,33,1.56,A 4.99,2088,1350,357,9896
Javi LeÃ³n,1029800,ES,N/A,20,3,3,4,70,8,213,34,2.75,C 2.57,2088,1256,0,1408
Agustin Santana,284874,ES,N/A,25,1,15,11,69,5,224,2,4.72,B 2.51,2088,1350,125,1716
Todd P Martin,439558,CA,N/A,523,77,6,9,53,191,4825,894,4.33,B 1.42,2088,1350,1885,27769
Jace Meyer,878797,US,N/A,68,4,9,11,53,20,709,65,5.44,B 3.48,2088,1350,413,3629
Tom Willette,444295,US,N/A,7,0,14,13,58,0,87,0,4.71,A 4.14,2088,1350,29,408
Paul Jones26,621363,GB,N/A,6,0,9,12,64,1,80,0,9.17,B 2.60,2088,1350,26,382
Josh Nash2,892906,AU,N/A,11,0,12,14,53,1,131,0,6.45,C 3.52,2088,1350,20,582
Peter Mayne,832875,GB,N/A,21,0,11,14,54,4,204,0,7.43,C 2.33,2088,1350,74,1141
Santiago F Castillo,824077,AR,N/A,2,0,17,19,8,0,17,0,14.5,C 2.00,2088,1350,0,15
Stephen Kennedy2,402389,GB,N/A,27,0,11,12,57,2,280,10,5,B 2.35,2088,1350,65,1531
Riley Stasny,370200,US,N/A,21,0,12,10,70,7,243,0,5.9,B 2.41,2088,1350,120,1462
Andrea Farris,401667,IT,N/A,8,2,5,9,79,5,108,41,7.25,A 2.80,2088,1350,52,630
Abdulrahman Al-Wahaibi,981605,OM,N/A,6,1,9,7,82,2,79,6,5.33,C 2.67,2088,1350,44,494
Joseph Banks,633335,CA,N/A,1,0,17,14,53,0,14,0,10,C 2.67,2088,1350,0,53
Antonio Fitz,864360,MX,N/A,26,0,11,11,65,3,351,0,5.96,C 3.45,2088,1350,66,1699
Thomas Willershausen,104938,SE,N/A,133,0,22,17,60,7,2415,0,1.67,A 4.99,2088,1288,268,8011
Alex Koster,29874,NL,N/A,184,0,13,9,61,11,2141,1,3.59,A 2.66,2088,1257,419,11247
Ivan Dianov,755384,CA,N/A,274,14,7,11,53,59,3544,263,6.96,B 3.55,2088,1350,1154,14563
John Dinkel,384575,US,N/A,38,0,13,11,63,1,517,0,5.71,A 2.52,2088,1350,124,2391
SÃ¡ndor SzabÃ³,689900,HU,N/A,3,0,13,13,58,0,16,0,7.33,A 2.45,2088,1350,13,173
Oliver Cottam,748770,GB,N/A,14,0,12,9,65,4,98,0,6.21,A 2.81,2088,1350,53,912
Andre Lehmann,273709,DE,N/A,4,0,9,9,64,1,60,0,9.5,B 2.46,2088,1350,18,256
Daniel Steegmann,1142227,ES,N/A,106,6,11,10,54,28,1328,62,5.34,A 2.85,2088,1350,417,5725
Paul Brown21,1061987,NZ,N/A,406,2,11,10,48,50,5627,32,5.49,B 2.79,2088,1529,371,19304
Okan Zeybek,829329,TR,N/A,27,3,6,6,64,12,298,28,6.81,C 2.30,2088,1350,67,1732
Simone Sarraino,65543,IT,N/A,1,0,13,11,40,0,10,0,6,A 4.40,2088,1350,0,40
Cristian Valls,286835,ES,N/A,1,0,11,12,71,0,12,0,4,A 2.33,2088,1350,0,71
Mikhail Pshenichny,1188683,GE,N/A,20,6,6,5,71,11,168,39,5.65,D 2.47,2088,1350,136,1427
Tatsuya Yoshitsugu,1226500,JP,N/A,59,4,8,10,63,20,371,36,6.75,D 3.51,2088,1350,189,3689
Pedro Amor,302049,ES,N/A,32,2,10,12,56,5,247,16,8.38,D 2.22,2088,1350,130,1795
Alexey Gasenko,258702,RU,N/A,23,1,15,11,70,10,65,5,4.35,C 3.55,2088,1350,0,1618
Kole Bourdeau,64119,CA,N/A,18,1,8,7,72,7,216,19,5.56,C 2.61,2088,1350,114,1296
SÃ¶ren Blomqvist,750668,SE,N/A,45,5,10,9,63,14,570,61,7.47,C 2.10,2087,1350,264,2843
Georg Pribil,373829,AT,N/A,19,0,11,9,67,4,310,0,3.74,A 3.55,2087,1350,0,1279
David Miles2,869099,US,N/A,136,3,9,10,55,27,1929,83,4.58,A 3.15,2087,1350,590,7544
Sebastien Jaquet,681024,CH,N/A,1,0,11,9,25,0,13,0,11,C 4.99,2087,1350,0,25
Alastair Dobson,262071,GB,N/A,8,0,14,15,53,1,76,0,6.5,B 2.61,2087,1350,18,422
Agustin Martinez Fernandez,964845,ES,N/A,193,11,9,11,52,49,1909,176,5.42,A 2.55,2087,1350,899,9951
Alex Pepper,588737,GB,N/A,54,2,15,12,61,5,575,18,3.94,B 2.63,2087,1350,137,3292
Doug Gegenheimer,16563,US,N/A,209,5,14,12,55,36,2129,57,3.68,A 2.46,2087,1350,842,11549
Pablo Martinez Lopez,559032,ES,N/A,39,1,13,12,61,7,377,25,8.64,D 2.09,2087,1350,187,2375
Barnaby James,600044,US,N/A,69,0,13,11,60,8,796,0,5.33,A 1.44,2087,1405,247,4152
Werner Veltman,408777,NL,N/A,17,2,10,11,65,5,206,42,6.65,B 2.30,2087,1350,139,1102
Zachary Mollohan,330097,US,N/A,3,0,12,11,62,1,27,0,5,A 3.09,2087,1350,15,187
Carlos Ortiz,51682,ES,N/A,31,0,7,8,47,1,246,2,6.84,D 3.48,2087,1350,0,1448
Ryan Wenzel2,980666,US,N/A,40,4,11,8,60,7,424,38,6.25,C 2.54,2087,1350,120,2407
Roy Ouderkerk,587290,NL,N/A,10,0,14,12,67,1,107,0,5.5,C 2.71,2087,1350,37,667
Nooa Ylikorpi,1002272,FI,N/A,31,4,10,9,66,9,391,41,8.87,C 2.47,2087,1350,144,2037
Joel A Foxhall,686046,AE,N/A,6,0,6,14,62,2,69,0,8.5,B 2.20,2087,1350,30,371
Justin Levine,244220,US,N/A,7,0,17,10,81,1,121,0,7.43,A 2.20,2087,1350,46,566
RÃ©mi Feuillatre,1054726,FR,N/A,76,14,6,7,53,29,598,80,6.68,D 2.62,2087,1350,0,4062
Ryan Zima,38934,US,N/A,1,0,12,12,0,0,0,0,4,B 2.41,2087,1350,0,0
Arthur Pereira3,582927,BR,N/A,37,5,7,7,65,18,337,41,3.19,A 2.37,2087,1350,200,2387
Ivan Arizpe,1072645,ES,N/A,69,8,6,6,54,26,654,59,5.62,D 2.85,2087,1350,2,3751
Cameron Hutto,874123,US,N/A,44,0,15,12,62,5,608,0,4.07,A 4.52,2087,1350,160,2736
Ayden Pickering,1100394,CA,N/A,82,8,10,8,59,18,986,109,5.78,A 2.31,2087,1784,216,4804
Jur Balledux,179067,NL,N/A,2,0,5,7,83,1,18,0,3,A 3.68,2087,1350,0,165
Esteban Schau,128779,DE,N/A,2,0,7,8,41,0,16,0,5,A 4.08,2087,1350,0,82
Leonid Poplianski,1141601,CA,N/A,81,10,6,7,53,21,668,85,6.77,D 2.93,2087,1350,33,4271
Julien Bourdic,562829,CA,N/A,5,0,10,12,60,0,54,9,6,A 3.42,2087,1350,25,301
Angelo P Cardoso,1047891,BR,N/A,52,5,9,8,64,16,444,21,6.29,C 2.63,2087,1350,121,3314
Benjamin Culff,1150917,GB,N/A,77,4,8,6,62,14,605,19,5.92,D 2.66,2087,1350,45,4795
Francisco LuÃ­s Da Silva,1203633,PT,N/A,42,4,6,6,61,12,372,30,8.62,D 2.22,2087,1350,109,2567
Oliver Denis,948344,FR,N/A,8,1,5,4,97,6,92,13,3.25,A 3.40,2087,1350,86,772
Thiago Tavella,687720,BR,N/A,8,0,16,16,54,1,117,0,7.75,B 2.02,2087,1350,32,432
Daryl Kennedy,1214201,GB,N/A,74,1,8,9,60,14,726,36,6.01,C 3.33,2087,1350,174,4409
Michael Khutornenko,1017623,US,N/A,394,24,9,10,45,111,4217,365,9.16,D 2.45,2087,1350,1851,17885
Andrew S. McWilliams,379619,US,N/A,6,0,19,20,20,0,23,0,5.17,B 2.20,2086,1350,0,118
Thiago UrueÃ±a,1307591,AR,N/A,52,5,4,6,57,18,527,52,5.73,D 3.46,2086,1350,0,2985
Neil J Alexander,389767,US,N/A,74,1,9,9,58,9,1125,6,4.61,A 3.16,2086,1350,209,4306
Paul Glenday,90082,AU,N/A,35,4,5,6,62,8,314,28,4.54,C 2.67,2086,1350,68,2164
Sylvain Chabault,910920,FR,N/A,41,4,7,8,59,11,445,40,5.56,B 2.64,2086,1350,80,2406
Toni JordÃ¡,437946,ES,N/A,166,19,10,11,59,58,1277,210,5.23,C 2.26,2086,1350,583,9791
Emmett Willhite,983162,US,N/A,20,1,6,8,58,6,130,9,5.1,C 2.68,2086,1350,0,1162
Cameron Prichard,590179,US,N/A,36,5,6,7,64,11,344,42,4.78,C 3.05,2086,1350,38,2318
Pablo Araya,987000,US,N/A,39,5,5,7,58,10,345,53,5.26,B 2.05,2086,1350,20,2264
Mike Nuteson,440184,US,N/A,6,0,8,9,38,0,47,0,5.5,A 2.26,2086,1350,2,226
Jamie Whitlam,1019839,GB,N/A,39,5,7,6,60,9,343,42,4.31,C 3.22,2086,1155,37,2357
Will Sutton,126551,AU,N/A,3,0,8,11,73,1,7,0,1.33,A 4.99,2086,1476,32,220
Chris Lemon,1060669,GB,N/A,16,5,5,4,80,7,148,34,3.94,D 3.34,2086,1350,41,1286
Satomi Takahashi,998911,JP,N/A,12,0,4,9,84,5,112,0,6.42,B 2.13,2086,1350,105,1004
Dwain Cohagan,640887,US,N/A,133,3,12,10,50,19,1377,17,3.59,A 3.63,2086,1350,296,6645
Emil R. Johansson,421760,SE,N/A,10,0,12,8,72,2,415,0,8.7,A 4.37,2086,1350,67,723
Nicolas Swaen,716767,BE,N/A,1,0,14,13,73,0,9,0,9,A 3.55,2086,1350,0,73
Brendan Smith5,450374,AU,N/A,14,0,14,10,68,3,102,0,5,A 2.05,2086,1350,56,948
Trevor Mortimer,676259,AU,N/A,11,1,13,12,49,1,140,15,7.18,B 2.72,2086,1350,33,539
Matthew Riley3,319038,GB,N/A,1,0,14,10,98,0,19,0,12,B 2.25,2086,1350,6,98
Mahdee Elfigo Adiwangsa,1090769,ID,N/A,108,4,12,10,58,19,1154,36,7.06,C 3.32,2086,1350,208,6266
Frank Metzmacher,1117493,DE,N/A,43,4,13,9,69,13,556,32,5.23,B 2.62,2086,1318,217,2955
Philipp Kahr-GÃ¶pfart,860458,AT,N/A,52,4,6,10,55,14,807,69,6.23,B 2.28,2086,2178,222,2865
Martin Buehrer,77756,CH,N/A,60,0,8,8,59,8,572,0,3.72,B 2.76,2086,1387,84,3560
ELZ Indriani,774165,US,N/A,38,1,11,10,61,8,441,8,4.11,A 1.71,2086,1350,178,2324
Michele Borghesani,1126257,IT,N/A,193,21,7,8,50,46,1999,203,7.15,C 2.08,2086,1291,225,9644
Steven Nickerson2,801557,CA,N/A,186,3,11,10,52,40,2473,48,4.61,A 1.13,2086,1350,765,9687
Zachery Matteson,408220,US,N/A,1,0,21,19,45,0,24,0,7,A 2.09,2086,1350,0,45
Doug Meadows,936956,CA,N/A,41,1,9,9,66,13,566,19,5.44,B 2.46,2086,1350,249,2712
Patryk PÄkala,1240626,PL,N/A,37,6,7,6,68,15,396,45,5.92,C 1.47,2086,1350,165,2523
Nicolas Karalis,301990,AR,N/A,3,0,2,8,76,1,26,5,6.33,C 2.74,2086,1350,15,228
Joseph Mcmanus,682437,GB,N/A,1,0,9,11,38,0,8,0,7,A 4.99,2086,1350,0,38
Ahmed Fahim,1212408,GB,N/A,65,0,10,9,57,17,474,9,6.75,D 2.88,2086,1350,40,3712
Rodrigo A Silva,985679,BR,N/A,58,7,5,7,61,22,734,86,5.16,B 3.55,2086,1718,224,3549
Xavier Maczko,781610,GB,N/A,8,0,7,10,75,4,117,0,9.38,C 2.26,2085,1350,63,596
Renato Lopes2,829598,US,N/A,100,20,6,7,56,33,763,162,6.96,D 1.77,2085,1350,31,5598
Andreas Landwehr,108049,DE,N/A,5,0,14,8,93,2,58,0,4,B 2.79,2085,1350,23,464
Eddy Perrat,817005,FR,N/A,173,3,12,11,62,34,1867,72,5.8,C 2.58,2085,1350,819,10682
Paul Hadley,712273,GB,N/A,45,4,10,10,65,15,625,54,5.04,A 2.44,2085,1289,369,2909
Michael Corry,874365,IE,N/A,9,0,9,10,57,1,88,0,6.22,A 2.32,2085,1295,40,517
Christophe Renaud,569326,FR,N/A,10,0,14,12,64,0,129,0,3.1,A 4.37,2085,1350,17,637
David Snook3,584454,US,N/A,5,0,12,11,59,1,63,0,8.2,A 2.03,2085,1350,17,297
Emil Ostergaard,795320,DK,N/A,1,0,5,2,113,1,10,0,7,B 2.57,2085,1350,20,113
Florian Boin,763923,FR,N/A,37,2,7,7,59,5,368,21,2.95,A 2.01,2085,1350,52,2166
Jonathan Holmberg,853398,SE,N/A,45,4,6,8,59,16,452,29,5.91,B 2.30,2085,1350,271,2637
Jonathan Elm,475256,SE,N/A,6,1,5,3,94,3,48,8,5.67,B 2.06,2085,1350,0,565
Jake Glaser,1043629,US,N/A,127,5,10,10,45,37,1495,58,5.92,A 2.50,2085,1350,648,5670
Tyler Baber,1016803,US,N/A,129,9,8,10,50,33,1479,176,7.08,C 2.51,2085,1297,366,6502
Fernando Jaquez,105808,US,N/A,45,0,11,11,65,6,813,1,4.98,A 2.61,2085,1350,170,2945
Mindaugas Budrys,612923,LT,N/A,10,0,12,15,45,2,97,5,6.1,B 2.35,2085,1350,0,452
Daniel Hornos,1053041,ES,N/A,142,3,8,9,57,20,1674,40,4.78,A 3.41,2085,1637,374,8100
Alberto Alvarez Gonzalez,359616,ES,N/A,5,0,16,18,24,0,13,0,3.6,C 2.45,2085,1350,0,122
Pablo S Oliveira,777209,BR,N/A,17,0,12,11,55,3,234,0,5.47,B 2.72,2085,1350,50,927
Lucas De Andrade,747776,FR,N/A,1,0,5,12,0,0,0,0,2,C 2.70,2085,1350,0,0
Yves Bedard,815179,CA,N/A,14,0,14,10,58,2,233,0,4.43,A 3.16,2085,1350,54,811
Tayla Williamson,682834,AU,N/A,137,13,8,9,55,43,1327,235,5.74,C 1.60,2085,1350,624,7478
Bentley Glaser,22085,US,N/A,10,0,20,11,69,0,202,0,3.3,C 3.74,2085,1350,40,691
