driver,custid,location,club_name,starts,wins,avg_start_pos,avg_finish_pos,avg_points,top25pcnt,laps,lapslead,avg_inc,class,irating,ttrating,tot_clubpoints,champpoints
Eric Cartman2,1206730,US,N/A,1,0,10,11,3,0,1,0,10,R 2.36,-1,-1,0,3
Herjus Bakkjen3,1204557,NO,N/A,2,0,6,6,35,0,16,0,7.5,R 2.61,-1,-1,0,69
Carlos MÃ¡rquez Sarmiento,1202327,ES,N/A,1,0,3,8,17,0,6,0,17,R 2.46,-1,-1,0,17
Victor Martins2,518988,BR,N/A,13,4,5,5,39,5,101,36,6.15,R 2.76,-1,-1,0,509
William Mills4,1195424,AU,N/A,1,0,8,9,15,0,7,0,14,R 2.46,-1,-1,0,15
Dalton Rice,1208106,US,N/A,7,0,6,8,22,2,25,0,5,R 2.60,-1,-1,0,157
Joshua Manwarren,1205582,US,N/A,1,0,4,8,22,0,7,0,5,R 2.64,-1,-1,0,22
Daniel Welsh3,1205907,GB,N/A,1,0,15,9,39,0,15,0,10,R 2.50,-1,-1,0,39
Pablo Luchino,1207501,IT,N/A,2,0,10,11,5,0,6,0,10,R 2.34,-1,-1,0,10
Marcus Patterson2,1017008,US,N/A,10,0,9,8,39,1,56,0,8.9,R 2.37,-1,-1,0,392
Dave Neal,1064330,US,N/A,32,0,7,7,25,2,215,0,10.69,R 2.34,-1,-1,0,808
Jackson Stark,1206995,US,N/A,3,0,8,8,22,0,19,0,15.67,R 2.17,-1,-1,3,66
Michael Augustine,1058912,US,N/A,9,0,7,8,6,0,8,0,7.89,R 1.18,-1,-1,0,53
Bostin Gale,888926,NZ,N/A,2,0,5,8,11,0,8,0,9,R 2.52,-1,-1,0,22
Yasar Acar2,1185735,GB,N/A,82,1,7,7,16,3,496,4,9.26,R 2.71,-1,-1,71,1319
Joel Rodrigues4,1192594,PT,N/A,3,0,7,6,39,1,19,0,12.67,R 2.33,-1,-1,0,118
Rui Fonte,1195238,PT,N/A,3,0,9,7,26,0,20,0,15.33,R 2.26,-1,-1,0,79
Glenn Nix,1201689,US,N/A,1,0,6,10,7,0,1,0,9,R 2.38,-1,-1,0,7
Christopher Key3,1207133,US,N/A,1,0,7,11,0,0,0,0,4,R 2.42,-1,-1,0,0
Braiden Cardinal,497622,US,N/A,2,0,12,13,10,0,5,0,9.5,R 2.47,-1,-1,0,19
Nemanja Kezic,949701,RS,N/A,3,0,5,7,21,1,10,0,5.67,R 2.75,-1,-1,0,64
Luis Miguel Gonzalez2,1117967,CO,N/A,6,0,9,10,19,0,19,0,3.5,R 2.62,-1,-1,0,111
Tanner Graves,1171652,US,N/A,1,0,9,10,14,0,4,0,18,R 2.31,-1,-1,0,14
Troy Josti,1173216,US,N/A,1,0,3,10,7,0,2,0,10,R 2.38,-1,-1,0,7
Nathan Duncan,1203797,US,N/A,6,0,10,10,7,0,9,0,4.33,R 2.33,-1,-1,0,44
John Gabriel2,1206042,US,N/A,1,0,11,11,0,0,0,0,0,R 2.50,-1,-1,0,0
Leonid Petin,1206759,KZ,N/A,1,0,6,10,12,0,7,0,11,R 2.45,-1,-1,0,12
Freddie Gregory,1206840,GB,N/A,2,0,6,9,16,0,5,0,16,R 2.20,-1,-1,0,31
Adri Garcia2,1207054,ES,N/A,12,0,8,6,31,4,59,2,5.42,R 2.56,-1,-1,0,376
Charlie Gray2,1207074,GB,N/A,5,1,6,8,24,1,21,8,7.4,R 2.44,-1,-1,0,121
Roberto JimÃ©nez,1207303,ES,N/A,3,0,9,11,19,0,8,0,13.67,R 2.07,-1,-1,0,56
Javier GonzÃ¡lez5,981223,ES,N/A,1,0,5,7,16,0,7,0,3,R 2.44,-1,-1,0,16
Kareem Henry,287172,GB,N/A,13,0,8,9,17,0,89,1,12.46,R 1.52,-1,-1,0,220
Jonathan Allen5,735495,US,N/A,2,0,5,8,26,0,14,0,6.5,R 2.54,-1,-1,0,51
Andrew Anastasio,894985,US,N/A,3,0,10,11,0,0,0,0,0,R 2.03,-1,-1,0,0
Mark Lindskog,910619,US,N/A,4,0,6,5,23,1,38,0,9.75,R 1.82,-1,-1,0,92
Milo Weldeborn,1022828,SE,N/A,6,0,8,8,20,0,30,2,11.33,R 2.29,-1,-1,0,119
Tyler Yerdon,396737,US,N/A,1,0,10,8,20,0,7,0,15,R 2.19,-1,-1,0,20
Erik Sharkey,815086,US,N/A,1,0,10,12,0,0,0,0,5,R 2.25,-1,-1,0,0
Seth Tonjes,1197685,US,N/A,25,4,5,9,24,6,162,70,6.96,R 2.14,-1,-1,20,609
Luke Robinson4,1179366,AU,N/A,29,0,7,8,13,2,107,0,11.28,R 0.44,-1,-1,0,370
Elian Alvarez,1200652,AR,N/A,3,0,5,7,28,0,22,6,9.33,R 2.50,-1,-1,0,85
Vicente Bareilles,1208016,AR,N/A,12,1,7,7,31,4,78,8,6.75,R 2.99,-1,-1,10,366
Jose Martin6,1195827,ES,N/A,13,0,6,6,38,2,89,8,5.54,R 2.79,-1,-1,0,489
Jorge Exposito,1204761,ES,N/A,7,1,4,6,44,3,53,17,7.86,R 2.61,-1,-1,0,308
Tanner Harris,150440,US,N/A,5,1,7,11,10,1,14,2,5.6,R 2.29,-1,-1,0,52
Mark Clark8,231590,US,N/A,13,0,5,7,26,1,77,0,7.69,R 2.52,-1,-1,0,343
Sergey Ivanov5,579626,UA,N/A,3,0,6,6,39,0,24,0,3,R 2.80,-1,-1,0,116
Jackson Snellings,1014842,US,N/A,19,3,6,6,21,5,75,15,7.74,R 2.32,-1,-1,0,402
Josh Woolley,1124750,GB,N/A,1,0,3,10,14,0,1,0,10,R 2.39,-1,-1,0,14
Stover Farland,1197775,US,N/A,8,0,5,8,22,0,40,1,11.13,R 2.13,-1,-1,0,176
Marcos Eduardo Nunes Vieira,1203060,BR,N/A,1,0,12,12,0,0,0,0,0,R 2.47,-1,-1,0,0
Kaci Bledsoe,1203163,US,N/A,3,0,10,10,9,0,6,0,5.67,R 2.32,-1,-1,0,28
Marshall Haineault,1191975,US,N/A,2,0,11,11,0,0,0,0,0,R 2.50,-1,-1,0,0
David Howden,1193322,CA,N/A,3,1,5,7,28,1,9,7,1.67,R 2.61,-1,-1,0,84
Dylan Engel,1201951,US,N/A,1,0,8,9,15,0,6,0,14,R 2.39,-1,-1,0,15
Tomas Ventoso2,1205545,AR,N/A,4,0,8,8,12,0,16,0,9.25,R 2.18,-1,-1,0,49
Megan Davis2,1201738,AU,N/A,1,0,9,13,9,0,3,0,5,R 2.41,-1,-1,0,9
Devin Blaine,1200255,US,N/A,5,0,8,7,23,0,30,0,14.4,R 2.08,-1,-1,0,116
Ivan Fernandez16,1203033,ES,N/A,2,0,7,6,42,1,16,3,6.5,R 2.58,-1,-1,0,84
Tyler Rust,185413,US,N/A,3,0,6,7,27,0,15,0,9,R 2.41,-1,-1,0,81
Sigge Rinaldo,854801,SE,N/A,3,1,8,6,50,1,43,1,7.67,R 2.77,-1,-1,0,151
Noah Zehr,1105707,US,N/A,4,0,6,10,12,0,30,0,12,R 2.28,-1,-1,0,49
Ryan Douglas5,1204667,US,N/A,8,0,8,6,38,0,50,1,8.5,R 2.35,-1,-1,0,300
Rocky Martin,1206090,US,N/A,1,0,6,6,38,0,7,0,12,R 2.42,-1,-1,0,38
Gabriel Gamboa,1157710,PH,N/A,1,0,11,11,0,0,0,0,0,R 2.50,-1,-1,0,0
Laurent Domenech,1197561,FR,N/A,13,0,7,8,16,0,63,0,9.85,R 1.64,-1,-1,0,207
Gytis Chalidoras,1205418,LT,N/A,1,0,10,10,0,0,0,0,0,R 2.50,-1,-1,0,0
Kirsten Lawrence,1205184,US,N/A,1,0,6,11,0,0,0,0,0,R 2.46,-1,-1,0,0
Jacob Betts,1205307,US,N/A,4,0,8,8,26,0,14,0,11,R 2.23,-1,-1,0,102
Massimo Dasso,1186044,PE,N/A,19,0,8,11,3,0,22,0,4.37,R 1.31,-1,-1,0,65
Seth Turner2,1173982,US,N/A,1,0,7,9,21,0,1,0,16,R 2.22,-1,-1,0,21
Andrew Carpenter8,1203720,US,N/A,4,0,5,7,29,0,29,2,7.5,R 2.56,-1,-1,0,117
Nicholas Vanryswyk,1205313,US,N/A,7,0,7,7,33,0,40,0,12.14,R 1.55,-1,-1,0,233
Valentin Tort2,1205620,UY,N/A,2,0,9,8,22,0,7,0,9,R 2.39,-1,-1,0,43
VladimÃ­r Doubek2,1196040,CZ,N/A,1,0,7,7,39,0,7,0,7,R 2.51,-1,-1,0,39
Sergio GÃ³mez VÃ¡zquez,1193467,ES,N/A,4,0,7,9,11,0,13,0,13.25,R 2.02,-1,-1,0,45
JÃ¼rmo Harak,1202944,EE,N/A,15,0,5,7,23,1,93,0,9.13,R 2.39,-1,-1,0,338
Stalkerskiy Kraiy,1205040,UA,N/A,35,0,7,9,7,0,87,5,8.03,R 1.00,-1,-1,4,261
Aarav Duggal,1205787,AU,N/A,3,1,7,4,41,2,19,5,3,R 2.57,-1,-1,11,123
Aidyn Graci,1201565,US,N/A,3,0,9,10,0,0,0,0,3.33,R 2.27,-1,-1,0,0
Fernando Roman,1202155,MX,N/A,1,0,9,9,21,0,7,0,8,R 2.50,-1,-1,0,21
Rickard Felin,1196074,SE,N/A,4,0,8,7,33,0,28,0,7.75,R 2.53,-1,-1,0,130
Ben Franklin3,936184,GB,N/A,1,0,5,7,20,0,7,0,6,R 2.56,-1,-1,0,20
Ugur Sakaoglu,1138723,TR,N/A,4,0,11,11,18,0,13,0,7.75,R 2.30,-1,-1,0,73
Trent Gates,1071208,US,N/A,1,0,8,8,23,0,1,0,10,R 2.35,-1,-1,0,23
Santiago Hopmeier,1204859,AR,N/A,5,0,10,9,13,0,10,0,6.4,R 2.12,-1,-1,0,66
Michael Sean,431140,CA,N/A,4,0,10,4,59,2,38,0,6.75,R 2.64,-1,-1,1,234
Theodoros Bakitas,978032,GR,N/A,9,0,10,12,13,0,40,0,9,R 1.47,-1,-1,0,113
Noah Shelton,1157520,US,N/A,3,0,7,5,44,0,22,0,9,R 2.52,-1,-1,0,133
Isaac Romero,1205261,US,N/A,3,0,6,8,22,0,20,0,12.33,R 2.32,-1,-1,0,65
Justin Buchanan,845573,US,N/A,1,0,14,19,3,0,3,0,12,R 2.26,-1,-1,0,3
Joshua Hess2,1108877,US,N/A,1,0,13,19,4,0,11,0,14,R 2.42,-1,-1,0,4
Max Murray,1200586,GB,N/A,8,0,8,8,18,0,39,0,8.25,R 2.31,-1,-1,1,144
Donik Bakolli,715153,CH,N/A,8,1,6,6,29,3,50,10,9.38,R 2.22,-1,-1,0,229
Austin Griggs,1206007,US,N/A,3,0,7,8,6,0,4,0,8.33,R 2.15,-1,-1,0,18
Gustavo Censi,1167084,BR,N/A,1,0,7,4,55,0,7,2,11,R 2.46,-1,-1,0,55
Hakan Unay,1196964,TR,N/A,1,0,8,9,21,0,6,0,13,R 2.39,-1,-1,0,21
Nathan Tran5,1197225,US,N/A,1,0,9,3,62,1,7,0,11,R 2.39,-1,-1,0,62
Adrien Michaelides,1206319,FR,N/A,8,0,7,9,16,0,36,0,12.5,R 1.34,-1,-1,0,131
Tristan Pearson2,896745,CA,N/A,2,0,12,11,16,0,15,0,5,R 2.31,-1,-1,0,31
Ibriam AriztimuÃ±o Irazola,1194145,ES,N/A,1,0,4,8,22,0,4,0,9,R 2.41,-1,-1,0,22
Ignacio Espinosa,1202846,ES,N/A,1,0,8,11,3,0,2,0,10,R 2.40,-1,-1,0,3
Nicholas Bechtel,362956,US,N/A,2,0,10,12,10,0,11,0,12.5,R 2.19,-1,-1,0,19
Christopher W Allen,349275,US,N/A,2,0,12,9,44,0,29,0,10,R 2.48,-1,-1,0,88
John Kolb,562658,US,N/A,1,0,8,10,13,0,8,0,12,R 2.44,-1,-1,0,13
Brandon Newton2,1131015,US,N/A,5,0,8,9,14,0,23,0,11.2,R 2.08,-1,-1,0,72
Trent Strang,1200893,US,N/A,2,0,3,6,46,1,13,6,3,R 2.62,-1,-1,0,91
Colin West,1204463,US,N/A,1,0,9,11,0,0,0,0,0,R 2.48,-1,-1,0,0
William Weaver6,1205662,US,N/A,1,0,8,7,30,0,6,0,18,R 2.34,-1,-1,0,30
Dylan Pee,1205664,US,N/A,2,0,9,11,0,0,0,0,2,R 2.40,-1,-1,0,0
Keegan Leslie3,1203028,GB,N/A,1,0,8,2,70,1,8,0,4,R 2.56,-1,-1,0,70
Gary Broadwell,480479,US,N/A,1,0,13,13,27,0,11,0,14,R 2.67,-1,-1,0,27
Keegan Tabor,986866,US,N/A,2,0,12,12,13,0,3,0,7.5,R 1.51,-1,-1,0,25
áááá áá ááááááááá,1185848,GE,N/A,28,1,6,6,23,7,165,8,9.32,R 1.67,-1,-1,63,642
Chris Beasley,1155732,US,N/A,6,0,7,8,15,0,30,0,7.33,R 2.27,-1,-1,0,92
Tyler Swanson3,1205171,US,N/A,1,0,11,11,0,0,0,0,0,R 2.45,-1,-1,0,0
Timothy Wilkins4,1205299,US,N/A,2,0,5,8,29,0,11,0,10.5,R 2.36,-1,-1,0,58
Alex Garcia Ãlvarez,1204685,ES,N/A,5,0,6,10,4,0,5,0,7.4,R 2.13,-1,-1,0,21
Magnus SÃ¶dergren,1199444,SE,N/A,3,0,9,10,21,0,19,0,8.67,R 2.55,-1,-1,0,64
Luca Spada,1203650,BR,N/A,6,1,4,6,29,2,32,10,6,R 2.57,-1,-1,0,173
Christopher Clarke7,1205376,ZA,N/A,2,0,9,6,40,1,15,0,17,R 2.23,-1,-1,0,80
Jasper Wieringa,1205413,NL,N/A,3,0,10,12,9,0,2,0,7.67,R 2.25,-1,-1,0,27
Mayon M Reid,1002798,US,N/A,8,0,6,6,21,1,57,0,7.38,R 2.36,-1,-1,8,168
David Berry16,1169075,CA,N/A,1,0,11,11,0,0,0,0,0,R 2.43,-1,-1,0,0
Branton Warfel,1202594,US,N/A,1,0,7,5,46,0,8,0,3,R 2.61,-1,-1,0,46
Matthew Widman,1203147,US,N/A,6,0,7,8,25,0,28,0,11.67,R 1.53,-1,-1,0,148
Anthony Prill,925733,US,N/A,4,0,12,10,28,0,44,0,9.25,R 2.33,-1,-1,0,113
Tristan Sleutel,1155879,NL,N/A,4,2,8,4,59,3,37,14,5,R 2.86,-1,-1,9,235
Igor Haurushkin,1202792,PL,N/A,18,0,10,10,3,0,17,0,4,R 1.45,-1,-1,0,50
Jacob Beck-Erbs,1203350,DK,N/A,2,0,14,16,15,0,23,0,11,R 2.38,-1,-1,0,29
Tim Wandke,1204715,DE,N/A,1,0,6,5,50,0,8,0,4,R 2.59,-1,-1,0,50
Kai Ising,1204753,DE,N/A,1,0,10,14,24,0,13,0,24,R 2.30,-1,-1,0,24
Caymen Bumgardner,1204673,US,N/A,1,0,9,5,45,0,7,0,2,R 2.59,-1,-1,0,45
Trey Stark,1204919,US,N/A,1,0,5,9,15,0,2,0,15,R 2.27,-1,-1,0,15
Nathan Fults,1205231,US,N/A,1,0,6,7,30,0,7,0,15,R 2.35,-1,-1,0,30
Kyle Emmons,1205310,US,N/A,19,0,5,8,19,1,84,0,8.95,R 2.55,-1,-1,4,354
Cedric Mcdonald,541539,US,N/A,3,0,8,8,30,0,19,0,7,R 2.51,-1,-1,0,91
Kohen Dulaney,776108,US,N/A,2,0,5,10,4,0,6,6,9.5,R 2.28,-1,-1,0,7
Ashton Gregoire,1064156,US,N/A,1,0,7,8,23,0,6,0,17,R 2.35,-1,-1,0,23
Fernando Islas3,1086319,MX,N/A,6,1,4,6,36,2,40,7,6.67,R 2.63,-1,-1,0,216
Cole Hillman,1020662,US,N/A,3,0,9,8,24,1,16,0,9.33,R 2.34,-1,-1,0,73
Andrew Ivashkin,1185860,PL,N/A,1,0,7,10,7,0,2,0,7,R 2.43,-1,-1,0,7
Marcelo Garcia10,1205484,AR,N/A,7,0,13,16,7,1,21,11,9.86,R 1.38,-1,-1,0,50
Michael Beagle,1206086,US,N/A,36,8,5,6,34,12,278,82,11.33,R 2.39,-1,-1,5,1219
Ulisse Lodovici,1206432,IT,N/A,2,0,11,8,29,0,8,0,2.5,R 2.55,-1,-1,0,57
Ryan Vanasse,37648,US,N/A,6,4,3,5,37,4,63,51,5.5,R 2.70,-1,-1,0,220
Robert Douglas3,310905,US,N/A,7,0,7,8,20,0,44,0,8,R 2.45,-1,-1,0,139
Libero Ciuffreda,1204989,IT,N/A,5,0,9,11,14,0,21,0,6.8,R 2.18,-1,-1,0,71
Valerio D'Arcangelo2,1205016,IT,N/A,8,0,6,5,55,3,79,0,7.38,R 2.79,-1,-1,21,439
Ariano Cardenas Ariano Cardenas,1205312,AR,N/A,4,0,9,10,0,0,0,0,0.75,R 2.46,-1,-1,0,0
Clint Heyveld7,596042,US,N/A,3,0,6,9,16,0,8,0,9.33,R 2.00,-1,-1,0,48
Julian Mink,1181552,NO,N/A,9,1,9,8,30,3,48,8,9.11,R 2.07,-1,-1,5,273
Sean Cargill,1204157,GB,N/A,1,0,7,9,15,0,3,0,14,R 2.34,-1,-1,0,15
Labon Wellman,906354,US,N/A,15,0,8,7,14,2,84,6,7.6,R 1.79,-1,-1,10,208
Vitor Mendes2,1134388,BR,N/A,56,14,5,6,32,17,395,191,8.27,R 1.47,-1,-1,0,1764
Brandon Lane2,1167597,US,N/A,7,0,8,8,15,0,41,0,7.14,R 2.49,-1,-1,2,105
Timm Harmening,1112825,DE,N/A,4,0,7,9,34,1,29,0,6,R 2.56,-1,-1,8,134
Chandramauli Anandan,1167242,MY,N/A,3,1,5,8,31,1,21,7,7.33,R 2.49,-1,-1,0,94
Declan O'Brien2,1130159,AU,N/A,2,0,9,3,64,2,31,0,10.5,R 2.51,-1,-1,0,128
Tino Schneider,1057899,DE,N/A,1,0,4,4,54,0,8,0,12,R 2.47,-1,-1,0,54
Patrick Martin7,1173047,CA,N/A,1,0,11,11,0,0,0,0,0,R 2.50,-1,-1,0,0
Paolo Silvestro,1201139,IT,N/A,1,0,5,9,15,0,4,0,11,R 2.43,-1,-1,0,15
Travis Kelley3,1205727,US,N/A,1,0,4,8,23,0,1,0,5,R 2.44,-1,-1,0,23
Kyle Branagan,1205965,US,N/A,13,0,7,10,28,1,84,0,5.85,R 2.68,-1,-1,0,359
Dominic Rebisz,1204972,US,N/A,1,0,7,4,45,0,7,0,16,R 2.34,-1,-1,0,45
Ilya Izzani,1205397,MY,N/A,1,0,10,10,0,0,0,0,0,R 2.50,-1,-1,0,0
Sikora Mateusz,1193120,PL,N/A,5,0,10,10,28,1,45,0,5.6,R 2.53,-1,-1,0,142
Zuhal Ãzmen,1201826,TR,N/A,12,1,7,7,28,1,89,7,8.42,R 2.31,-1,-1,22,333
Sebastian Castillo-Figueroa,1205842,GB,N/A,9,0,7,11,28,0,74,0,12.33,R 2.00,-1,-1,0,249
Brandon D Johnston,1087112,US,N/A,1,0,12,12,0,0,0,0,0,R 2.50,-1,-1,0,0
Andrew DeHaan,1135757,US,N/A,4,0,14,13,7,0,6,0,1.5,R 2.48,-1,-1,0,27
Brandon Flores,689515,US,N/A,9,0,7,7,22,0,64,0,6.44,R 2.67,-1,-1,0,201
Andras Balogh2,1204649,HU,N/A,3,0,9,7,32,0,16,0,8.33,R 2.39,-1,-1,0,96
Tyler G Tucker,778664,US,N/A,1,0,9,16,6,0,5,0,5,R 2.44,-1,-1,0,6
Joseph Thomas11,949291,US,N/A,1,0,11,11,32,0,14,0,10,R 2.44,-1,-1,0,32
Kenny Young2,1089183,US,N/A,9,1,6,8,41,3,85,12,8,R 2.45,-1,-1,10,367
Michael Warner5,1204819,US,N/A,4,0,9,11,1,0,1,0,2.75,R 2.25,-1,-1,0,3
Colin Stiles,73006,US,N/A,1,0,11,9,40,0,15,0,1,R 2.55,-1,-1,0,40
Aldo Huerta,578594,US,N/A,10,1,6,7,41,1,64,11,7.9,R 2.68,-1,-1,12,410
Clayton Sanderson,1204771,US,N/A,5,0,8,10,13,0,8,0,8.8,R 2.07,-1,-1,0,65
Nicholas Rattell,1161937,US,N/A,2,0,13,9,40,0,28,0,6,R 2.60,-1,-1,0,79
Spyridon Polykandriotis,1165283,GR,N/A,3,0,7,7,34,0,19,0,15.33,R 2.15,-1,-1,0,103
Thomas Tran,1173146,US,N/A,1,0,14,16,4,0,2,0,7,R 2.42,-1,-1,0,4
Angelo Santarini,1195249,AT,N/A,3,1,6,5,43,1,27,1,3.33,R 2.71,-1,-1,11,130
Mihail Azima,1200381,KZ,N/A,1,0,12,12,0,0,0,0,0,R 2.50,-1,-1,0,0
Paskic Tivadar,1205824,SI,N/A,1,0,9,11,0,0,0,0,2,R 2.47,-1,-1,0,0
Matthew Cieslak,1205928,US,N/A,1,0,10,10,14,0,5,0,18,R 2.32,-1,-1,0,14
Brady Meckley,517802,US,N/A,8,0,9,7,13,0,37,0,8.38,R 2.16,-1,-1,0,101
David Alban2,830902,US,N/A,1,0,2,5,44,0,7,0,10,R 2.49,-1,-1,0,44
Matty Haughton,880883,GB,N/A,34,2,6,7,42,11,308,32,8.97,R 2.63,-1,-1,0,1413
Elie Rennuit,1035169,FR,N/A,2,0,8,10,10,0,5,0,10.5,R 2.26,-1,-1,0,19
Rob Fielder,1197218,US,N/A,1,0,9,12,0,0,0,0,3,R 2.42,-1,-1,0,0
Evan Stansell,715869,US,N/A,2,0,12,10,27,0,21,0,12.5,R 2.35,-1,-1,0,54
Michael Martinetti,930070,US,N/A,2,0,6,9,15,0,3,0,4.5,R 2.43,-1,-1,0,29
Andrew Collins18,1033107,US,N/A,1,0,7,9,15,0,2,0,17,R 2.26,-1,-1,0,15
Davis Nau,1055182,US,N/A,4,1,7,7,27,1,26,9,4.5,R 2.46,-1,-1,0,109
Sena Makino,965753,JP,N/A,7,0,9,9,13,0,39,0,10.71,R 1.44,-1,-1,0,91
Russell Plater,1016068,US,N/A,2,0,17,16,8,0,12,0,3,R 2.54,-1,-1,0,16
Dan Meyer,1190804,US,N/A,1,0,17,14,20,0,5,0,19,R 2.26,-1,-1,0,20
Myles Therrien2,1198929,US,N/A,3,0,4,9,15,0,9,0,15.33,R 2.02,-1,-1,0,45
Martin Kuzmiak2,1205177,CZ,N/A,6,0,4,7,27,0,32,2,8,R 2.27,-1,-1,0,163
Luis Martinez Albert,1205404,ES,N/A,1,0,8,11,3,0,3,0,17,R 2.24,-1,-1,0,3
Latrell Sanders,1205412,US,N/A,1,0,11,11,0,0,0,0,0,R 2.50,-1,-1,0,0
Tilen Zupet,1204696,SI,N/A,6,0,8,10,18,0,24,0,10.83,R 2.10,-1,-1,0,109
Gregory Nawrocki,1205335,US,N/A,6,0,8,10,6,0,13,0,10.33,R 1.41,-1,-1,0,37
Tomas Accomasso2,1205513,AR,N/A,1,0,6,5,45,0,6,0,16,R 2.30,-1,-1,0,45
Michael Lowry2,997364,US,N/A,13,1,6,7,24,1,69,8,7.08,R 2.45,-1,-1,5,311
Hunter Powell3,1031500,US,N/A,6,0,8,10,2,0,5,0,4.67,R 2.06,-1,-1,0,11
Franky Sanchez,735169,US,N/A,5,0,5,6,36,0,41,1,11.2,R 2.51,-1,-1,1,178
Christian Martinez8,984841,AU,N/A,17,0,5,6,24,2,102,2,14.47,R 1.17,-1,-1,0,402
Fabi Theisen,1200364,DE,N/A,2,0,8,5,45,0,16,0,9.5,R 2.49,-1,-1,0,89
Edd Hadley,1183009,GB,N/A,1,0,5,10,14,0,1,0,16,R 2.31,-1,-1,0,14
Joerg Dietermann,1199721,CA,N/A,1,0,4,6,42,0,7,0,17,R 2.37,-1,-1,0,42
Abbie Brady,1205569,GB,N/A,7,0,7,11,20,0,69,0,10.29,R 2.30,-1,-1,0,137
Jamie Vanderspank,601545,CA,N/A,1,0,10,10,0,0,0,0,0,R 2.44,-1,-1,0,0
Shawn Studebaker,1203001,US,N/A,11,0,8,9,10,0,40,0,9.18,R 1.54,-1,-1,0,113
Jarrett Ball2,851252,US,N/A,2,0,13,7,36,1,29,0,9.5,R 2.64,-1,-1,0,71
Nick Klieb,904902,NL,N/A,4,1,7,11,22,1,9,3,3,R 2.53,-1,-1,0,87
Pascal Hohenberger,1060046,DE,N/A,1,0,3,9,21,0,2,0,12,R 2.37,-1,-1,0,21
Vyacheslav Mikheev2,1153316,KZ,N/A,10,1,7,7,26,1,65,8,10,R 2.11,-1,-1,10,257
Joaquin NuÃ±ez,1204544,CL,N/A,2,0,8,8,15,0,1,0,10,R 2.28,-1,-1,0,30
Adam Oxley,1083753,US,N/A,1,0,8,12,26,0,14,0,6,R 2.55,-1,-1,0,26
Kenneth Logue,1131446,US,N/A,2,0,9,14,7,0,13,0,4,R 2.51,-1,-1,0,13
Brayton Rude,1203194,US,N/A,6,0,7,6,40,0,47,0,8.33,R 2.92,-1,-1,0,242
Parker Suppeland,991113,US,N/A,10,1,5,5,21,2,78,14,5.8,R 2.50,-1,-1,30,210
Grayson Ducker,1171605,US,N/A,1,0,9,8,23,0,8,0,15,R 2.43,-1,-1,0,23
Zachary Majors,1171974,US,N/A,1,0,8,10,7,0,3,0,18,R 2.29,-1,-1,0,7
Alex Dodge,1202373,US,N/A,1,0,9,9,0,0,0,0,0,R 2.48,-1,-1,0,0
Fabio Colombet,1188933,FR,N/A,4,1,5,8,23,1,13,1,6.25,R 2.39,-1,-1,0,91
Zachary Fox,296350,US,N/A,1,0,7,7,30,0,8,0,0,R 2.62,-1,-1,0,30
Manning Urish,359056,US,N/A,2,0,7,7,19,0,10,0,1,R 2.61,-1,-1,2,37
Ethan Johnston,1189442,US,N/A,4,0,8,9,25,0,19,0,12.25,R 2.35,-1,-1,0,101
Craig Thompson11,1197357,AU,N/A,26,2,6,6,31,6,211,21,8.31,R 2.63,-1,-1,6,796
Roope Heinolainen,995498,FI,N/A,1,0,14,15,10,0,13,0,4,R 2.57,-1,-1,0,10
Connor Lorenz2,1203092,US,N/A,8,1,5,8,25,1,43,3,7.25,R 2.22,-1,-1,10,198
Alyse Marie Moore,1204898,US,N/A,1,0,8,11,0,0,0,0,4,R 2.36,-1,-1,0,0
Dylan Vandersluis,1205437,CA,N/A,1,0,12,11,6,0,5,0,18,R 2.32,-1,-1,0,6
Sam Bowen,1179096,US,N/A,21,3,5,6,30,5,170,31,7.71,R 2.53,-1,-1,2,628
Logan Kaisher,1202133,US,N/A,20,3,6,7,21,7,95,28,5.65,R 2.52,-1,-1,0,427
Felipe A Ferreira,1204613,BR,N/A,3,0,7,6,35,0,24,1,17.33,R 2.13,-1,-1,0,106
Camilo Becerra,1205158,CO,N/A,1,0,10,10,0,0,0,0,0,R 2.47,-1,-1,0,0
Ridge Jones,1205635,US,N/A,5,0,10,11,7,0,8,0,7.6,R 2.11,-1,-1,0,34
Gina Raczkowski,610294,US,N/A,1,0,10,10,0,0,0,0,0,R 1.55,-1,-1,0,0
Derek Behler,870710,US,N/A,1,0,11,11,0,0,0,0,0,R 2.47,-1,-1,0,0
Hanlim Kim,1140632,KR,N/A,5,0,6,7,24,0,25,0,8.8,R 2.27,-1,-1,5,118
Tim Jenkins2,1184856,US,N/A,1,0,4,8,9,0,4,0,17,R 2.30,-1,-1,0,9
Kamil Schabe2,1202813,DE,N/A,1,0,9,9,0,0,0,0,0,R 2.50,-1,-1,0,0
Leo Yue2,1205716,CN,N/A,1,0,11,11,0,0,0,0,0,R 2.50,-1,-1,0,0
Nik Camper,596800,US,N/A,1,0,9,9,0,0,0,0,0,R 2.50,-1,-1,0,0
Sonny Bell,740284,AU,N/A,3,0,9,10,3,0,6,0,4.67,R 2.41,-1,-1,0,10
Ruben Prinsen2,1173799,NL,N/A,3,0,8,9,24,0,22,0,10,R 2.39,-1,-1,5,71
AgustÃ­n Marzullo,1198873,AR,N/A,12,1,5,6,36,3,84,5,8.75,R 2.67,-1,-1,5,428
